频道名|省份|地级市|频道分组
万州综合频道|重庆市|重庆|☘️重庆频道,#genre#
武隆综合|重庆市|重庆|☘️重庆频道,#genre#
永川综合|重庆市|重庆|☘️重庆频道,#genre#
中国交通重庆|重庆市|重庆|☘️重庆频道,#genre#
重庆汽摩|重庆市|重庆|☘️重庆频道,#genre#
重庆时尚购物|重庆市|重庆|☘️重庆频道,#genre#
重庆卫视|重庆市|重庆|☘️重庆频道,#genre#
重庆新闻|重庆市|重庆|☘️重庆频道,#genre#
BesTV宝宝动画|全国|全国|🎥BesTV频道,#genre#
BesTV电竞天堂|全国|全国|🎥BesTV频道,#genre#
宝宝动画|全国|全国|🎥BesTV频道,#genre#
电竞天堂|全国|全国|🎥BesTV频道,#genre#
CHC动作电影|全国|全国|🎥CHC频道,#genre#
CHC高清电影|全国|全国|🎥CHC频道,#genre#
CHC家庭影院|全国|全国|🎥CHC频道,#genre#
iHOT爱大剧|全国|全国|🎥iHOT频道,#genre#
iHOT爱电竞|全国|全国|🎥iHOT频道,#genre#
iHOT爱电影|全国|全国|🎥iHOT频道,#genre#
iHOT爱动漫|全国|全国|🎥iHOT频道,#genre#
iHOT爱家购物|全国|全国|🎥iHOT频道,#genre#
iHOT爱体育|全国|全国|🎥iHOT频道,#genre#
iHOT爱幼教|全国|全国|🎥iHOT频道,#genre#
iHOT爱综艺|全国|全国|🎥iHOT频道,#genre#
iHOT新动漫|全国|全国|🎥iHOT频道,#genre#
IPTV1|全国|全国|🎥IPTV频道,#genre#
IPTV2|全国|全国|🎥IPTV频道,#genre#
IPTV3|全国|全国|🎥IPTV频道,#genre#
IPTV4|全国|全国|🎥IPTV频道,#genre#
IPTV谍战剧场|全国|全国|🎥IPTV频道,#genre#
IPTV法治|全国|全国|🎥IPTV频道,#genre#
IPTV经典电影|全国|全国|🎥IPTV频道,#genre#
IPTV魅力时尚|全国|全国|🎥IPTV频道,#genre#
IPTV热播剧场|全国|全国|🎥IPTV频道,#genre#
IPTV少儿动画|全国|全国|🎥IPTV频道,#genre#
IPTV世相频道|全国|全国|🎥IPTV频道,#genre#
IPTV相声小品|全国|全国|🎥IPTV频道,#genre#
IPTV野外|全国|全国|🎥IPTV频道,#genre#
黑莓电影|全国|全国|🎥IPTV频道,#genre#
NewTV爱情喜剧|全国|全国|🎥NewTV频道,#genre#
NewTV超级电影|全国|全国|🎥NewTV频道,#genre#
NewTV超级体育|全国|全国|🎥NewTV频道,#genre#
NewTV哒啵电竞|全国|全国|🎥NewTV频道,#genre#
NewTV哒啵赛事|全国|全国|🎥NewTV频道,#genre#
NewTV动作电影|全国|全国|🎥NewTV频道,#genre#
NewTV古装剧场|全国|全国|🎥NewTV频道,#genre#
NewTV海外剧场|全国|全国|🎥NewTV频道,#genre#
NewTV黑莓电影|全国|全国|🎥NewTV频道,#genre#
NewTV黑莓动画|全国|全国|🎥NewTV频道,#genre#
NewTV家庭剧场|全国|全国|🎥NewTV频道,#genre#
NewTV金牌综艺|全国|全国|🎥NewTV频道,#genre#
NewTV惊悚悬疑|全国|全国|🎥NewTV频道,#genre#
NewTV精品大剧|全国|全国|🎥NewTV频道,#genre#
NewTV精品记录|全国|全国|🎥NewTV频道,#genre#
NewTV精品纪录|全国|全国|🎥NewTV频道,#genre#
NewTV精品体育|全国|全国|🎥NewTV频道,#genre#
NewTV军旅剧场|全国|全国|🎥NewTV频道,#genre#
NewTV军事纪实|全国|全国|🎥NewTV频道,#genre#
NewTV军事评论|全国|全国|🎥NewTV频道,#genre#
NewTV魅力潇湘|全国|全国|🎥NewTV频道,#genre#
NewTV明星大片|全国|全国|🎥NewTV频道,#genre#
NewTV农业致富|全国|全国|🎥NewTV频道,#genre#
NewTV武搏世界|全国|全国|🎥NewTV频道,#genre#
NewTV怡伴健康|全国|全国|🎥NewTV频道,#genre#
NewTV中国功夫|全国|全国|🎥NewTV频道,#genre#
黑莓动画|全国|全国|🎥NewTV频道,#genre#
最新黑莓|全国|全国|🎥NewTV频道,#genre#
最新黑莓剧场|全国|全国|🎥NewTV频道,#genre#
SiTV游戏风云|全国|全国|🎥SiTV频道,#genre#
游戏风云|全国|全国|🎥SiTV频道,#genre#
24H国漫热播|全国|全国|📺数字频道,#genre#
CN卡通|全国|全国|📺数字频道,#genre#
JJ斗地主|全国|全国|📺数字频道,#genre#
超级体育|全国|全国|📺数字频道,#genre#
潮流音乐|全国|全国|📺数字频道,#genre#
吃鸡动画|全国|全国|📺数字频道,#genre#
闯关东|全国|全国|📺数字频道,#genre#
大牌动画|全国|全国|📺数字频道,#genre#
电竞游戏|全国|全国|📺数字频道,#genre#
电视指南|全国|全国|📺数字频道,#genre#
动漫秀场|全国|全国|📺数字频道,#genre#
动作电影|全国|全国|📺数字频道,#genre#
都市剧场|全国|全国|📺数字频道,#genre#
斗破苍穹玄幻剧|全国|全国|📺数字频道,#genre#
法治天地|全国|全国|📺数字频道,#genre#
风云音乐|全国|全国|📺数字频道,#genre#
风云足球|全国|全国|📺数字频道,#genre#
封神榜|全国|全国|📺数字频道,#genre#
个人电影|全国|全国|📺数字频道,#genre#
个人影院|全国|全国|📺数字频道,#genre#
个性电影|全国|全国|📺数字频道,#genre#
国产动漫|全国|全国|📺数字频道,#genre#
国漫剧场|全国|全国|📺数字频道,#genre#
海看电竞|山东省|济南|📺数字频道,#genre#
海绵宝宝|全国|全国|📺数字频道,#genre#
欢笑剧场|全国|全国|📺数字频道,#genre#
火影忍者|全国|全国|📺数字频道,#genre#
济公游记|全国|全国|📺数字频道,#genre#
金色频道|全国|全国|📺数字频道,#genre#
劲爆体育|全国|全国|📺数字频道,#genre#
经典电影|全国|全国|📺数字频道,#genre#
经典动漫|全国|全国|📺数字频道,#genre#
睛彩广场舞|全国|全国|📺数字频道,#genre#
睛彩竞技|全国|全国|📺数字频道,#genre#
睛彩篮球|全国|全国|📺数字频道,#genre#
睛彩青少|全国|全国|📺数字频道,#genre#
睛彩少儿|全国|全国|📺数字频道,#genre#
睛彩羽毛球|全国|全国|📺数字频道,#genre#
精品体育|全国|全国|📺数字频道,#genre#
精选频道2|全国|全国|📺数字频道,#genre#
精选频道3-4k|全国|全国|📺数字频道,#genre#
蜡笔小新|全国|全国|📺数字频道,#genre#
梨园|全国|全国|📺数字频道,#genre#
鹿鼎记|全国|全国|📺数字频道,#genre#
漫画解说|全国|全国|📺数字频道,#genre#
猫和老鼠|全国|全国|📺数字频道,#genre#
魅力时尚|全国|全国|📺数字频道,#genre#
魅力足球|全国|全国|📺数字频道,#genre#
咪咕直播1-45|全国|全国|📺数字频道,#genre#
七彩戏剧|全国|全国|📺数字频道,#genre#
七龙珠|全国|全国|📺数字频道,#genre#
青春动漫|全国|全国|📺数字频道,#genre#
求索纪录|全国|全国|📺数字频道,#genre#
球幕影院|全国|全国|📺数字频道,#genre#
全购物电视购物|全国|全国|📺数字频道,#genre#
全纪实|全国|全国|📺数字频道,#genre#
三国演义|全国|全国|📺数字频道,#genre#
上海滩|全国|全国|📺数字频道,#genre#
少儿动画|全国|全国|📺数字频道,#genre#
射雕英雄传|全国|全国|📺数字频道,#genre#
生活时尚|全国|全国|📺数字频道,#genre#
世界电影|全国|全国|📺数字频道,#genre#
收视指南|全国|全国|📺数字频道,#genre#
数码时代|全国|全国|📺数字频道,#genre#
水浒传|全国|全国|📺数字频道,#genre#
私人影院|全国|全国|📺数字频道,#genre#
淘电影|全国|全国|📺数字频道,#genre#
淘剧场|全国|全国|📺数字频道,#genre#
淘娱乐|全国|全国|📺数字频道,#genre#
体育赛事|全国|全国|📺数字频道,#genre#
天龙八部|全国|全国|📺数字频道,#genre#
天元围棋|全国|全国|📺数字频道,#genre#
卫生健康|全国|全国|📺数字频道,#genre#
西游记|全国|全国|📺数字频道,#genre#
仙剑奇侠传|全国|全国|📺数字频道,#genre#
现代教育|全国|全国|📺数字频道,#genre#
笑傲江湖|全国|全国|📺数字频道,#genre#
新白娘子传奇|全国|全国|📺数字频道,#genre#
新动漫|全国|全国|📺数字频道,#genre#
音乐调频广播|全国|全国|📺数字频道,#genre#
音乐广播|全国|全国|📺数字频道,#genre#
音乐现场|全国|全国|📺数字频道,#genre#
音乐之声|全国|全国|📺数字频道,#genre#
优购物电视购物|全国|全国|📺数字频道,#genre#
游戏竞技|全国|全国|📺数字频道,#genre#
早教动画|全国|全国|📺数字频道,#genre#
早期教育|全国|全国|📺数字频道,#genre#
智慧少儿|全国|全国|📺数字频道,#genre#
中国天气高清|全国|全国|📺数字频道,#genre#
中华美食|全国|全国|📺数字频道,#genre#
中华小当家|全国|全国|📺数字频道,#genre#
中录动漫|全国|全国|📺数字频道,#genre#
中影电影|全国|全国|📺数字频道,#genre#
足球频道|全国|全国|📺数字频道,#genre#
最新动画|全国|全国|📺数字频道,#genre#
最新动画剧场|全国|全国|📺数字频道,#genre#
最新动漫|全国|全国|📺数字频道,#genre#
最新动漫剧场|全国|全国|📺数字频道,#genre#
最新国漫|全国|全国|📺数字频道,#genre#
最新卡通|全国|全国|📺数字频道,#genre#
最新卡通剧场|全国|全国|📺数字频道,#genre#
最新启蒙|全国|全国|📺数字频道,#genre#
最新启蒙剧场|全国|全国|📺数字频道,#genre#
最新少儿|全国|全国|📺数字频道,#genre#
最新少儿剧场|全国|全国|📺数字频道,#genre#
最新益智|全国|全国|📺数字频道,#genre#
最新益智剧场|全国|全国|📺数字频道,#genre#
最新幼儿|全国|全国|📺数字频道,#genre#
最新幼儿剧场|全国|全国|📺数字频道,#genre#
